ID_produktu;ID_zavodu;Datum;Mnozstvi
ND114;ZP20;22.1.2017;28
ND109;ZP10;25.1.2018;9
ND118;ZP30;19.12.2017;18
ND113;ZP10;13.7.2018;13
ND106;ZP10;27.5.2018;1
ND119;ZP10;3.4.2017;6
ND120;ZP20;11.1.2017;7
ND122;ZP20;5.7.2017;26
ND108;ZP10;4.11.2017;4
ND105;ZP10;20.8.2018;2
ND106;ZP30;28.9.2017;19
ND116;ZP30;11.6.2017;9
ND106;ZP30;22.10.2017;30
ND108;ZP10;18.3.2018;2
ND110;ZP30;16.6.2018;16
ND112;ZP20;14.7.2018;14
ND111;ZP10;28.3.2018;20
ND112;ZP10;11.3.2018;20
ND108;ZP30;27.8.2017;24
ND107;ZP30;8.7.2017;15
ND120;ZP20;15.4.2017;27
ND104;ZP20;6.3.2017;2
ND102;ZP30;3.5.2017;4
ND115;ZP20;9.5.2017;28
ND104;ZP20;12.4.2018;5
ND114;ZP30;17.3.2018;10
ND121;ZP10;18.8.2018;22
ND104;ZP30;17.5.2017;10
ND105;ZP30;24.2.2017;3
ND123;ZP30;22.7.2017;11
ND103;ZP10;1.7.2018;4
ND112;ZP10;4.2.2018;10
ND111;ZP30;20.6.2017;17
ND121;ZP20;14.7.2017;17
ND121;ZP20;13.2.2018;28
ND118;ZP10;4.7.2017;10
ND124;ZP10;10.3.2017;18
ND116;ZP20;25.8.2018;25
ND101;ZP10;17.2.2017;30
ND109;ZP20;7.6.2017;21
ND115;ZP30;3.7.2017;17
ND115;ZP20;31.3.2017;18
ND103;ZP20;5.7.2018;30
ND108;ZP20;11.2.2018;19
ND109;ZP10;24.3.2017;1
ND122;ZP10;30.10.2017;13
ND102;ZP20;23.5.2017;23
ND120;ZP20;11.3.2018;29
ND121;ZP10;10.5.2018;1
ND119;ZP10;9.11.2017;21
ND122;ZP10;6.6.2017;15
ND116;ZP20;10.5.2018;9
ND115;ZP30;16.5.2017;15
ND123;ZP20;17.8.2018;27
ND110;ZP30;9.4.2018;17
ND101;ZP20;7.10.2017;29
ND117;ZP30;1.3.2018;13
ND111;ZP20;11.7.2017;17
ND120;ZP10;27.12.2017;1
ND124;ZP30;28.4.2017;23
ND114;ZP20;10.3.2018;13
ND114;ZP30;26.1.2017;8
ND113;ZP20;20.3.2017;1
ND117;ZP10;24.10.2017;16
ND122;ZP10;16.7.2018;4
ND121;ZP10;22.9.2017;9
ND103;ZP10;9.7.2018;23
ND107;ZP10;6.3.2018;29
ND104;ZP10;2.8.2017;5
ND117;ZP10;9.6.2017;10
ND105;ZP30;5.4.2017;17
ND118;ZP10;5.2.2017;26
ND101;ZP20;2.12.2017;4
ND109;ZP10;11.4.2017;3
ND119;ZP10;12.2.2017;19
ND116;ZP20;21.5.2018;8
ND123;ZP10;27.4.2018;9
ND114;ZP20;30.9.2017;13
ND121;ZP30;26.2.2017;9
ND111;ZP10;15.3.2017;1
ND105;ZP30;22.5.2017;15
ND119;ZP20;16.9.2017;25
ND112;ZP10;24.2.2017;4
ND124;ZP20;26.9.2017;28
ND114;ZP30;14.6.2018;3
ND123;ZP10;30.5.2018;8
ND116;ZP20;14.7.2018;27
ND110;ZP10;12.2.2018;4
ND122;ZP30;7.8.2017;20
ND106;ZP20;2.1.2018;25
ND104;ZP10;14.2.2017;24
ND107;ZP20;19.6.2017;25
ND110;ZP20;9.4.2018;20
ND123;ZP30;11.7.2017;21
ND104;ZP30;31.1.2018;15
ND124;ZP10;13.10.2017;16
ND105;ZP20;15.1.2018;11
ND104;ZP10;15.8.2018;14
ND120;ZP10;13.2.2017;5
ND115;ZP20;29.10.2017;11
ND112;ZP10;11.3.2017;9
ND105;ZP10;25.11.2017;5
ND105;ZP30;17.2.2017;11
ND124;ZP20;8.9.2017;20
ND121;ZP30;18.12.2017;23
ND121;ZP20;3.5.2018;10
ND107;ZP10;3.5.2017;28
ND114;ZP20;20.1.2018;1
ND110;ZP30;8.6.2018;26
ND107;ZP10;20.3.2017;12
ND121;ZP20;22.5.2017;5
ND118;ZP10;9.5.2017;14
ND122;ZP20;12.10.2017;4
ND123;ZP30;8.8.2018;24
ND114;ZP30;23.7.2018;29
ND114;ZP30;16.4.2017;23
ND106;ZP30;17.3.2018;20
ND105;ZP10;1.7.2018;4
ND112;ZP20;16.7.2017;20
ND114;ZP10;30.1.2018;8
ND102;ZP20;3.2.2017;14
ND120;ZP30;3.8.2018;12
ND112;ZP10;3.5.2017;13
ND107;ZP10;22.4.2018;10
ND124;ZP30;6.7.2018;6
ND108;ZP10;11.9.2017;21
ND110;ZP30;11.3.2017;27
ND120;ZP20;8.4.2017;23
ND121;ZP20;4.1.2017;29
ND124;ZP10;7.8.2018;22
ND110;ZP10;15.5.2017;19
ND117;ZP10;4.8.2017;6
ND109;ZP30;3.7.2018;15
ND109;ZP30;8.9.2017;19
ND116;ZP10;9.12.2017;8
ND107;ZP10;6.5.2017;28
ND110;ZP10;8.5.2018;16
ND101;ZP30;7.1.2018;23
ND109;ZP20;18.12.2017;21
ND115;ZP10;1.9.2017;11
ND114;ZP10;13.1.2018;29
ND111;ZP30;20.3.2017;24
ND122;ZP30;10.7.2017;17
ND118;ZP30;17.6.2018;2
ND110;ZP10;18.1.2018;28
ND119;ZP10;27.4.2017;24
ND122;ZP10;31.8.2018;19
ND119;ZP30;11.7.2018;27
ND120;ZP10;27.2.2018;2
ND114;ZP10;26.9.2017;12
ND124;ZP30;2.8.2018;13
ND106;ZP30;22.1.2018;10
ND121;ZP20;3.1.2018;15
ND102;ZP30;10.12.2017;19
ND113;ZP10;28.12.2017;3
ND103;ZP20;15.7.2018;15
ND111;ZP30;22.1.2017;15
ND116;ZP20;20.8.2018;13
ND117;ZP10;16.7.2017;28
ND121;ZP20;5.9.2017;26
ND105;ZP10;16.1.2018;1
ND107;ZP10;26.10.2017;3
ND107;ZP10;6.3.2017;2
ND103;ZP20;23.7.2017;26
ND122;ZP30;20.3.2018;16
ND117;ZP30;13.10.2017;23
ND113;ZP30;21.2.2017;27
ND101;ZP10;22.2.2018;28
ND109;ZP10;10.6.2017;11
ND108;ZP10;9.4.2017;14
ND116;ZP20;19.12.2017;22
ND105;ZP10;3.5.2017;17
ND112;ZP30;5.4.2018;21
ND114;ZP10;17.3.2018;5
ND111;ZP20;9.1.2017;1
ND107;ZP30;31.7.2017;30
ND106;ZP20;11.3.2017;19
ND119;ZP20;12.8.2017;27
ND108;ZP20;19.2.2018;29
ND103;ZP10;9.8.2017;7
ND120;ZP20;5.4.2018;24
ND120;ZP20;25.7.2017;30
ND110;ZP20;19.6.2018;2
ND124;ZP30;2.3.2017;5
ND102;ZP20;11.5.2017;8
ND101;ZP20;15.1.2017;13
ND105;ZP30;18.4.2018;29
ND120;ZP30;2.2.2017;4
ND119;ZP20;3.2.2017;10
ND113;ZP20;18.4.2017;9
ND124;ZP20;12.3.2018;19
ND103;ZP30;9.11.2017;20
ND113;ZP10;27.3.2017;9
ND119;ZP20;24.11.2017;30
ND115;ZP20;5.7.2017;2
ND102;ZP20;29.11.2017;15
ND115;ZP30;31.10.2017;27
ND120;ZP10;18.12.2017;27
ND106;ZP10;3.7.2018;27
ND124;ZP30;4.3.2018;25
ND122;ZP20;18.4.2017;3
ND124;ZP30;26.6.2017;2
ND114;ZP20;11.6.2018;25
ND114;ZP30;30.6.2017;26
ND114;ZP10;28.4.2018;1
ND106;ZP30;3.10.2017;18
ND120;ZP30;9.9.2017;9
ND108;ZP20;17.5.2018;2
ND117;ZP30;12.5.2018;12
ND120;ZP30;22.1.2017;14
ND121;ZP20;5.10.2017;9
ND120;ZP20;26.4.2017;6
ND116;ZP20;3.7.2018;30
ND122;ZP10;16.9.2017;13
ND105;ZP10;6.7.2017;25
ND124;ZP30;21.9.2017;16
ND120;ZP20;1.3.2017;8
ND113;ZP20;16.10.2017;20
ND109;ZP30;18.1.2017;21
ND108;ZP10;6.6.2018;1
ND112;ZP20;12.12.2017;29
ND117;ZP30;8.11.2017;6
ND101;ZP10;28.6.2018;29
ND120;ZP10;31.8.2018;4
ND116;ZP30;12.2.2018;15
ND110;ZP30;19.8.2017;7
ND110;ZP20;3.7.2017;5
ND119;ZP20;12.4.2017;14
ND116;ZP20;4.1.2018;9
ND110;ZP20;21.7.2018;9
ND107;ZP10;18.2.2018;20
ND103;ZP30;2.9.2017;26
ND120;ZP10;3.1.2018;14
ND116;ZP30;20.7.2018;28
ND113;ZP30;25.7.2018;12
ND105;ZP30;20.11.2017;28
ND122;ZP20;30.9.2017;23
ND101;ZP10;7.1.2018;19
ND123;ZP30;26.2.2018;1
ND107;ZP30;14.6.2017;2
ND108;ZP30;19.2.2017;4
ND102;ZP20;19.11.2017;24
ND108;ZP20;28.6.2017;25
ND104;ZP20;4.6.2018;27
ND121;ZP10;14.4.2018;2
ND112;ZP20;16.5.2017;17
ND113;ZP30;17.6.2017;8
ND114;ZP30;12.5.2018;2
ND117;ZP20;27.8.2017;16
ND121;ZP20;3.2.2018;16
ND115;ZP30;17.7.2017;19
ND124;ZP10;18.4.2018;2
ND110;ZP20;15.2.2018;20
ND108;ZP20;2.6.2018;12
ND101;ZP20;30.10.2017;6
ND123;ZP30;8.7.2018;13
ND119;ZP30;22.12.2017;16
ND106;ZP20;12.6.2018;27
ND101;ZP30;20.8.2018;28
ND112;ZP10;21.1.2017;6
ND117;ZP10;22.11.2017;13
ND109;ZP10;14.1.2018;30
ND110;ZP20;26.8.2017;19
ND114;ZP20;18.5.2018;8
ND113;ZP30;27.5.2017;30
ND111;ZP20;30.11.2017;20
ND110;ZP20;28.7.2017;14
ND121;ZP20;7.5.2018;3
ND115;ZP10;6.3.2018;18
ND114;ZP30;20.5.2018;25
ND101;ZP30;18.5.2018;7
ND124;ZP30;16.1.2017;22
ND124;ZP20;9.3.2018;9
ND103;ZP20;22.4.2017;3
ND116;ZP30;27.7.2017;30
ND107;ZP30;29.8.2017;6
ND101;ZP10;5.10.2017;16
ND119;ZP20;15.3.2017;16
ND107;ZP20;23.2.2017;11
ND120;ZP10;19.6.2018;28
ND104;ZP10;2.5.2017;30
ND107;ZP20;25.5.2018;30
ND118;ZP20;16.5.2018;27
ND107;ZP30;16.4.2017;13
ND105;ZP10;17.1.2018;21
ND112;ZP20;24.5.2017;11
ND111;ZP20;21.12.2017;12
ND122;ZP20;8.11.2017;29
ND114;ZP10;26.1.2017;30
ND106;ZP20;20.5.2017;25
ND108;ZP10;5.9.2017;2
ND112;ZP30;25.5.2017;19
ND108;ZP10;9.1.2017;25
ND102;ZP10;7.11.2017;13
ND108;ZP30;3.1.2017;23
ND106;ZP20;29.8.2017;1
ND115;ZP20;6.4.2018;27
ND113;ZP20;6.8.2018;18
ND121;ZP30;20.1.2017;20
ND118;ZP10;1.11.2017;23
ND107;ZP20;23.12.2017;15
ND117;ZP30;5.10.2017;6
ND124;ZP30;6.12.2017;22
ND120;ZP10;22.2.2017;16
ND109;ZP20;3.12.2017;20
ND118;ZP10;7.2.2017;26
ND105;ZP20;4.6.2018;20
ND122;ZP30;15.5.2017;3
ND113;ZP10;27.6.2017;6
ND106;ZP20;20.11.2017;26
ND121;ZP30;19.8.2018;26
ND124;ZP10;21.6.2017;18
ND104;ZP30;4.4.2018;12
ND103;ZP20;17.1.2017;13
ND106;ZP20;20.1.2018;18
ND122;ZP20;27.6.2017;27
ND122;ZP10;10.5.2017;8
ND113;ZP20;20.2.2018;1
ND110;ZP10;20.3.2017;12
ND106;ZP30;7.9.2017;1
ND106;ZP10;24.8.2018;15
ND124;ZP30;3.3.2017;19
ND123;ZP20;21.2.2017;12
ND107;ZP10;19.6.2018;15
ND112;ZP10;30.10.2017;24
ND122;ZP10;2.3.2017;30
ND120;ZP20;22.8.2017;17
ND109;ZP10;6.3.2018;14
ND101;ZP20;16.3.2017;19
ND122;ZP30;26.12.2017;25
ND109;ZP20;12.9.2017;14
ND104;ZP20;7.6.2018;28
ND114;ZP30;29.1.2018;30
ND101;ZP10;7.10.2017;30
ND101;ZP20;12.7.2017;10
ND103;ZP30;12.3.2017;6
ND121;ZP20;5.6.2018;8
ND111;ZP30;21.1.2018;8
ND110;ZP30;26.4.2017;23
ND104;ZP10;21.11.2017;21
ND103;ZP10;11.5.2018;1
ND105;ZP10;27.12.2017;12
ND103;ZP10;27.7.2018;1
ND114;ZP10;26.5.2017;5
ND107;ZP20;27.3.2017;17
ND112;ZP10;31.12.2017;23
ND111;ZP20;2.3.2017;24
ND117;ZP10;2.12.2017;27
ND123;ZP10;23.8.2017;12
ND105;ZP20;9.3.2017;15
ND116;ZP30;21.2.2017;9
ND101;ZP10;15.11.2017;5
ND116;ZP20;18.2.2017;8
ND103;ZP20;29.8.2018;18
ND115;ZP30;27.2.2017;14
ND105;ZP20;27.6.2018;10
ND109;ZP20;23.6.2017;27
ND103;ZP30;3.2.2017;5
ND102;ZP30;24.1.2017;19
ND116;ZP10;16.3.2018;12
ND107;ZP10;13.5.2018;28
ND107;ZP10;22.5.2017;25
ND109;ZP20;16.10.2017;28
ND113;ZP30;25.11.2017;24
ND107;ZP20;3.3.2018;26
ND121;ZP30;27.6.2017;8
ND102;ZP20;23.2.2017;2
ND121;ZP20;7.8.2017;29
ND103;ZP10;29.4.2017;4
ND116;ZP10;25.6.2017;22
ND108;ZP20;10.2.2017;28
ND113;ZP20;30.3.2017;11
ND109;ZP10;9.4.2017;21
ND114;ZP20;19.6.2017;14
ND102;ZP20;10.8.2017;2
ND120;ZP10;5.8.2017;23
ND109;ZP10;29.3.2018;5
ND103;ZP20;13.1.2017;29
ND101;ZP30;19.9.2017;18
ND103;ZP20;31.12.2017;5
ND109;ZP20;3.11.2017;15
ND103;ZP30;25.6.2017;22
ND104;ZP30;28.7.2017;27
ND123;ZP30;8.10.2017;30
ND120;ZP20;5.10.2017;29
ND115;ZP30;30.5.2017;11
ND102;ZP30;30.7.2018;10
ND121;ZP20;18.7.2018;1
ND123;ZP20;5.10.2017;27
ND120;ZP20;10.4.2018;27
ND106;ZP10;8.5.2018;16
ND109;ZP30;8.7.2017;24
ND111;ZP30;14.6.2018;12
ND113;ZP20;31.1.2018;8
ND119;ZP20;15.7.2018;10
ND120;ZP20;22.11.2017;1
ND120;ZP30;13.5.2017;30
ND123;ZP30;28.2.2018;19
ND107;ZP20;4.4.2018;21
ND117;ZP10;17.6.2017;1
ND123;ZP10;30.8.2018;7
ND112;ZP20;30.1.2017;13
ND115;ZP10;7.1.2018;27
ND104;ZP10;15.3.2018;9
ND109;ZP20;26.5.2018;29
ND121;ZP10;10.2.2018;5
ND123;ZP20;17.1.2017;13
ND117;ZP10;26.8.2018;3
ND121;ZP10;17.6.2018;26
ND113;ZP30;10.11.2017;3
ND111;ZP30;24.5.2018;14
ND107;ZP10;6.2.2017;17
ND105;ZP20;24.12.2017;10
ND108;ZP20;20.4.2017;14
ND114;ZP20;14.7.2018;24
ND113;ZP20;20.4.2017;27
ND113;ZP30;17.4.2017;17
ND117;ZP20;4.11.2017;29
ND118;ZP30;11.8.2018;7
ND107;ZP20;14.2.2018;3
ND124;ZP30;27.11.2017;16
ND122;ZP10;14.3.2017;5
ND117;ZP20;25.6.2018;2
ND101;ZP20;11.3.2018;10
ND124;ZP30;16.2.2017;17
ND106;ZP10;12.8.2017;23
ND123;ZP10;17.11.2017;7
ND106;ZP30;29.8.2017;28
ND109;ZP30;23.8.2017;4
ND107;ZP30;23.10.2017;16
ND105;ZP10;22.2.2018;23
ND110;ZP30;9.7.2018;26
ND115;ZP30;15.8.2018;7
ND105;ZP30;17.5.2018;27
ND106;ZP10;26.12.2017;12
ND106;ZP20;22.3.2018;24
ND109;ZP30;18.6.2017;29
ND108;ZP10;26.2.2018;26
ND106;ZP10;25.7.2018;16
ND120;ZP20;24.2.2018;6
ND102;ZP30;12.11.2017;9
ND118;ZP20;17.4.2018;13
ND103;ZP10;17.1.2017;24
ND114;ZP10;6.6.2018;13
ND108;ZP10;19.1.2018;17
ND123;ZP30;18.3.2018;29
ND120;ZP30;18.8.2018;2
ND113;ZP10;20.6.2017;5
ND115;ZP30;3.10.2017;19
ND106;ZP20;11.8.2018;21
ND112;ZP30;24.11.2017;11
ND113;ZP30;26.7.2017;15
ND111;ZP30;9.6.2018;30
ND118;ZP20;11.8.2018;22
ND109;ZP30;5.5.2018;19
ND101;ZP20;31.8.2018;29
ND104;ZP10;22.8.2018;19
ND110;ZP30;5.12.2017;14
ND106;ZP30;4.2.2018;26
ND106;ZP30;11.2.2017;19
ND108;ZP30;17.6.2018;8
ND109;ZP10;22.2.2018;13
ND123;ZP20;30.6.2018;26
ND106;ZP10;19.9.2017;18
ND104;ZP30;3.5.2017;29
ND114;ZP10;29.4.2017;16
ND108;ZP30;10.3.2017;15
ND110;ZP20;14.11.2017;1
ND112;ZP30;2.9.2017;20
ND124;ZP30;11.6.2018;26
ND114;ZP30;7.1.2017;18
ND115;ZP10;22.9.2017;22
ND114;ZP10;18.2.2018;16
ND105;ZP20;12.10.2017;2
ND116;ZP20;11.1.2018;6
ND109;ZP30;27.5.2018;5
ND113;ZP20;31.3.2018;22
ND112;ZP10;7.10.2017;20
ND109;ZP20;31.3.2017;20
ND109;ZP20;21.3.2017;30
ND112;ZP10;14.9.2017;16
ND110;ZP10;12.7.2018;18
ND116;ZP30;25.10.2017;13
ND124;ZP10;7.8.2017;17
ND117;ZP30;30.4.2018;13
ND112;ZP20;5.12.2017;2
ND102;ZP20;27.8.2017;27
ND114;ZP30;4.2.2017;5
ND106;ZP10;5.10.2017;25
ND117;ZP30;31.3.2017;5
ND121;ZP30;9.4.2018;15
ND117;ZP30;23.5.2018;6
ND114;ZP20;6.2.2017;18
ND114;ZP10;3.8.2018;14
ND120;ZP20;8.3.2018;4
ND119;ZP10;12.8.2018;8
ND114;ZP10;8.3.2018;18
ND122;ZP10;6.8.2018;2
ND117;ZP20;26.5.2017;26
ND107;ZP10;19.1.2017;20
ND114;ZP20;30.4.2018;10
ND124;ZP30;28.6.2017;26
ND123;ZP10;19.5.2017;16
ND114;ZP10;8.8.2018;13
ND111;ZP30;26.3.2018;29
ND107;ZP10;30.8.2018;19
ND121;ZP10;29.3.2017;19
ND107;ZP30;1.4.2017;11
ND106;ZP20;5.10.2017;11
ND105;ZP30;25.4.2017;25
ND123;ZP20;18.1.2017;14
ND109;ZP30;28.6.2018;3
ND111;ZP10;9.6.2017;5
ND119;ZP10;27.6.2017;16
ND116;ZP10;10.2.2017;24
ND124;ZP20;9.2.2018;23
ND108;ZP30;23.4.2018;19
ND108;ZP10;13.1.2017;10
ND113;ZP20;26.4.2017;16
ND121;ZP10;25.6.2018;16
ND116;ZP30;9.5.2017;26
ND107;ZP10;14.1.2018;18
ND106;ZP30;16.1.2017;30
ND124;ZP30;24.6.2018;3
ND119;ZP30;19.7.2018;16
ND112;ZP10;21.3.2017;29
ND110;ZP20;4.8.2018;7
ND122;ZP30;15.7.2018;30
ND108;ZP10;11.4.2017;12
ND119;ZP20;14.12.2017;16
ND101;ZP10;19.1.2017;5
ND120;ZP10;8.5.2017;7
ND104;ZP30;29.1.2017;8
ND106;ZP10;2.7.2018;27
ND122;ZP20;1.5.2018;7
ND116;ZP10;1.10.2017;28
ND101;ZP30;14.12.2017;6
ND107;ZP10;17.8.2018;18
ND102;ZP20;16.5.2017;20
ND117;ZP30;24.11.2017;5
ND114;ZP30;10.3.2018;11
ND113;ZP10;16.12.2017;8
ND113;ZP10;8.2.2017;19
ND102;ZP30;11.12.2017;24
ND117;ZP30;1.11.2017;22
ND103;ZP30;12.12.2017;10
ND113;ZP20;1.6.2018;21
ND118;ZP30;11.7.2018;5
ND122;ZP10;11.3.2017;30
ND113;ZP20;20.1.2017;8
ND108;ZP10;8.9.2017;25
ND106;ZP30;19.10.2017;10
ND105;ZP20;3.8.2018;4
ND105;ZP10;24.3.2018;22
ND102;ZP20;30.3.2017;28
ND119;ZP20;10.8.2018;2
ND123;ZP30;30.1.2017;27
ND124;ZP10;22.1.2017;1
ND117;ZP30;13.12.2017;16
ND112;ZP20;15.7.2017;23
ND121;ZP20;10.6.2018;30
ND107;ZP10;30.6.2018;17
ND113;ZP10;20.8.2018;8
ND106;ZP10;8.8.2018;12
ND119;ZP10;20.2.2018;13
ND119;ZP10;9.8.2017;23
ND102;ZP20;16.6.2017;4
ND117;ZP30;25.11.2017;23
ND111;ZP20;27.12.2017;26
ND110;ZP30;12.3.2018;25
ND123;ZP30;30.4.2018;6
ND101;ZP20;25.1.2018;8
ND103;ZP20;6.4.2018;10
ND106;ZP20;21.6.2017;23
ND102;ZP10;14.6.2018;26
ND117;ZP30;9.1.2017;24
ND111;ZP20;22.2.2017;3
ND124;ZP30;22.6.2017;13
ND113;ZP20;14.7.2017;13
ND101;ZP10;1.5.2017;30
ND101;ZP10;13.9.2017;16
ND103;ZP10;3.2.2017;24
ND124;ZP20;29.4.2017;25
ND124;ZP20;9.2.2017;20
ND113;ZP10;5.9.2017;20
ND115;ZP30;6.2.2018;11
ND116;ZP10;4.5.2018;13
ND120;ZP10;9.1.2017;23
ND105;ZP30;22.2.2017;22
ND113;ZP10;23.3.2018;26
ND102;ZP20;21.5.2018;16
ND102;ZP10;27.11.2017;12
ND104;ZP20;10.3.2018;17
ND120;ZP10;20.12.2017;24
ND104;ZP20;18.5.2018;24
ND123;ZP10;2.3.2017;21
ND107;ZP30;24.4.2018;17
ND101;ZP10;5.4.2017;9
ND103;ZP30;15.1.2018;19
ND122;ZP30;24.12.2017;28
ND109;ZP30;6.8.2018;16
ND110;ZP20;11.2.2017;9
ND113;ZP20;27.7.2018;14
ND104;ZP20;15.3.2018;7
ND122;ZP10;11.5.2018;7
ND121;ZP10;3.3.2017;18
ND109;ZP30;19.2.2017;1
ND110;ZP10;2.3.2018;15
ND121;ZP30;3.2.2017;3
ND101;ZP20;4.6.2018;10
ND106;ZP30;11.9.2017;26
ND118;ZP10;19.12.2017;4
ND112;ZP10;8.10.2017;1
ND123;ZP10;21.7.2018;14
ND103;ZP20;31.8.2017;18
ND103;ZP20;13.3.2018;24
ND101;ZP30;8.8.2018;12
ND111;ZP10;4.5.2018;7
ND103;ZP20;21.7.2017;10
ND117;ZP10;23.3.2018;20
ND114;ZP10;6.2.2018;4
ND111;ZP10;3.3.2017;14
ND117;ZP10;1.7.2018;1
ND107;ZP20;19.4.2017;6
ND120;ZP20;9.8.2017;22
ND106;ZP10;5.8.2018;15
ND101;ZP20;31.10.2017;8
ND114;ZP20;7.9.2017;27
ND120;ZP10;9.7.2017;16
ND116;ZP20;12.1.2017;7
ND107;ZP10;21.8.2017;19
ND121;ZP10;11.2.2017;10
ND108;ZP20;10.8.2018;10
ND120;ZP10;17.2.2018;17
ND113;ZP10;12.7.2018;20
ND101;ZP10;31.7.2017;11
ND116;ZP30;1.1.2017;20
ND113;ZP10;30.7.2018;17
ND105;ZP10;13.5.2017;19
ND108;ZP20;11.6.2018;21
ND122;ZP10;24.9.2017;20
ND122;ZP10;26.7.2018;7
ND108;ZP10;21.1.2018;13
ND106;ZP20;2.1.2017;22
ND123;ZP10;18.4.2018;25
ND120;ZP30;1.1.2017;17
ND121;ZP30;1.8.2018;10
ND101;ZP20;5.8.2017;14
ND119;ZP20;8.2.2017;12
ND109;ZP30;7.3.2017;4
ND107;ZP20;30.4.2017;13
ND103;ZP10;3.8.2017;17
ND122;ZP10;20.5.2018;5
ND113;ZP20;7.2.2018;21
ND119;ZP30;31.1.2017;30
ND112;ZP10;26.1.2017;28
ND106;ZP10;13.1.2017;26
ND123;ZP30;9.6.2018;3
ND123;ZP10;29.9.2017;2
ND109;ZP30;11.4.2017;11
ND119;ZP20;8.8.2018;25
ND106;ZP20;4.5.2017;30
ND122;ZP10;22.2.2018;1
ND108;ZP10;2.1.2018;16
ND104;ZP10;6.2.2017;16
ND121;ZP10;23.12.2017;29
ND106;ZP10;4.7.2017;29
ND110;ZP10;24.5.2017;3
ND103;ZP30;4.6.2018;13
ND110;ZP10;12.2.2017;29
ND102;ZP30;22.4.2017;26
ND102;ZP20;7.1.2017;20
ND111;ZP30;1.4.2018;13
ND107;ZP10;1.5.2017;12
ND109;ZP10;10.1.2017;24
ND107;ZP10;3.2.2018;11
ND109;ZP30;2.5.2017;16
ND122;ZP20;31.3.2017;28
ND122;ZP30;13.7.2018;15
ND118;ZP20;29.7.2017;3
ND102;ZP30;12.4.2018;29
ND120;ZP10;12.3.2018;1
ND110;ZP20;17.7.2017;26
ND119;ZP10;9.7.2017;5
ND105;ZP20;21.6.2018;26
ND115;ZP10;28.7.2017;11
ND123;ZP20;18.12.2017;1
ND120;ZP20;16.11.2017;18
ND103;ZP30;12.2.2018;14
ND101;ZP10;20.1.2018;3
ND102;ZP30;20.10.2017;17
ND108;ZP10;8.5.2018;16
ND112;ZP10;25.6.2017;1
ND117;ZP30;18.2.2017;21
ND102;ZP20;17.4.2017;5
ND105;ZP10;9.6.2017;7
ND124;ZP20;6.4.2017;12
ND108;ZP30;21.6.2017;23
ND101;ZP30;15.3.2018;13
ND122;ZP20;22.3.2018;6
ND107;ZP10;7.1.2018;17
ND106;ZP30;28.8.2018;27
ND114;ZP20;21.10.2017;22
ND101;ZP30;5.11.2017;8
ND105;ZP10;22.7.2017;28
ND119;ZP10;29.8.2018;18
ND117;ZP30;2.3.2018;21
ND120;ZP30;9.6.2018;23
ND103;ZP30;23.3.2018;7
ND116;ZP10;31.7.2017;6
ND103;ZP20;22.8.2018;4
ND120;ZP20;26.9.2017;21
ND103;ZP30;6.8.2018;29
ND101;ZP20;30.1.2017;16
ND110;ZP10;17.3.2018;23
ND118;ZP20;12.5.2018;21
ND118;ZP30;12.8.2018;16
ND122;ZP30;5.3.2018;7
ND111;ZP20;29.5.2018;17
ND108;ZP10;2.10.2017;4
ND118;ZP20;27.10.2017;14
ND116;ZP30;3.2.2017;16
ND124;ZP30;15.3.2018;9
ND106;ZP20;10.6.2017;30
ND116;ZP10;25.2.2017;30
ND122;ZP20;1.4.2017;26
ND115;ZP20;5.2.2018;19
ND109;ZP10;13.3.2017;4
ND107;ZP10;22.2.2018;22
ND111;ZP10;19.10.2017;4
ND118;ZP20;25.6.2018;29
ND122;ZP20;26.1.2018;13
ND115;ZP30;27.5.2018;26
ND122;ZP10;20.8.2018;9
ND106;ZP20;18.8.2018;14
ND111;ZP20;12.3.2018;6
ND116;ZP10;15.9.2017;2
ND120;ZP30;26.3.2018;7
ND119;ZP10;30.5.2018;28
ND102;ZP30;26.2.2018;12
ND104;ZP10;10.3.2017;23
ND107;ZP30;28.1.2018;21
ND111;ZP10;23.6.2018;22
ND115;ZP20;30.1.2018;4
ND117;ZP20;3.1.2018;12
ND123;ZP10;19.2.2017;7
ND111;ZP30;4.2.2018;1
ND111;ZP30;30.7.2017;20
ND111;ZP20;16.3.2018;27
ND115;ZP30;1.10.2017;12
ND120;ZP20;4.4.2018;14
ND122;ZP30;8.5.2018;11
ND110;ZP10;16.8.2018;16
ND121;ZP20;3.1.2017;21
ND115;ZP10;23.4.2018;20
ND109;ZP10;5.6.2017;16
ND118;ZP20;18.5.2017;25
ND119;ZP30;25.5.2017;3
ND121;ZP20;4.2.2018;14
ND108;ZP20;15.2.2018;10
ND114;ZP20;15.2.2018;10
ND116;ZP30;26.1.2017;12
ND108;ZP10;19.4.2017;29
ND116;ZP30;6.5.2017;17
ND113;ZP30;19.8.2017;11
ND123;ZP30;19.2.2017;17
ND122;ZP10;8.7.2017;14
ND108;ZP30;25.3.2018;22
ND121;ZP20;9.3.2017;13
ND110;ZP30;20.12.2017;28
ND115;ZP30;21.6.2018;1
ND113;ZP20;16.2.2017;3
ND102;ZP10;19.1.2017;13
ND112;ZP10;7.7.2017;20
ND121;ZP20;6.5.2017;21
ND117;ZP20;11.6.2017;21
